Date,Agent Name,District,Area,Province,NLB Sales Ticket,DLB Sales Ticket,Total Sales Ticket,NLB LKR,DLB LKR,Total LKR
9/13/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4438,2123,6561,177520,84920,262440
9/14/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,784,3866,4650,31360,154640,186000
9/15/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4365,7507,11872,174600,300280,474880
9/16/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3184,1285,4469,127360,51400,178760
9/17/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4962,266,5228,198480,10640,209120
9/18/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9549,2640,12189,381960,105600,487560
9/19/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8784,1280,10064,351360,51200,402560
9/20/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1279,7289,8568,51160,291560,342720
9/21/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2336,746,3082,93440,29840,123280
9/22/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1162,2192,3354,46480,87680,134160
9/23/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6848,4884,11732,273920,195360,469280
9/24/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,963,4422,5385,38520,176880,215400
9/25/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9839,9476,19315,393560,379040,772600
9/26/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3200,7382,10582,128000,295280,423280
9/27/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8881,4968,13849,355240,198720,553960
9/28/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5934,295,6229,237360,11800,249160
9/29/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5142,4839,9981,205680,193560,399240
9/30/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1332,1748,3080,53280,69920,123200
10/1/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9518,4330,13848,380720,173200,553920
10/2/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9054,1464,10518,362160,58560,420720
10/3/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2859,791,3650,114360,31640,146000
10/4/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2116,5840,7956,84640,233600,318240
10/5/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6720,5087,11807,268800,203480,472280
10/6/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3271,1127,4398,130840,45080,175920
10/7/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4094,6042,10136,163760,241680,405440
10/8/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6206,9625,15831,248240,385000,633240
10/9/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6980,7037,14017,279200,281480,560680
10/10/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6428,1416,7844,257120,56640,313760
10/11/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9380,6924,16304,375200,276960,652160
10/12/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,786,7747,8533,31440,309880,341320
10/13/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9297,2416,11713,371880,96640,468520
10/14/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5187,451,5638,207480,18040,225520
10/15/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7975,771,8746,319000,30840,349840
10/16/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,254,6830,7084,10160,273200,283360
10/17/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1776,7032,8808,71040,281280,352320
10/18/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3280,627,3907,131200,25080,156280
10/19/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4195,1972,6167,167800,78880,246680
10/20/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3971,3960,7931,158840,158400,317240
10/21/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7212,8813,16025,288480,352520,641000
10/22/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8206,7353,15559,328240,294120,622360
10/23/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3460,1535,4995,138400,61400,199800
10/24/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,777,2765,3542,31080,110600,141680
10/25/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2615,7964,10579,104600,318560,423160
10/26/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9011,7987,16998,360440,319480,679920
10/27/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6224,1281,7505,248960,51240,300200
10/28/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4243,3076,7319,169720,123040,292760
10/29/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2639,5649,8288,105560,225960,331520
10/30/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4316,79,4395,172640,3160,175800
10/31/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,249,5363,5612,9960,214520,224480
11/1/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3088,5337,8425,123520,213480,337000
11/2/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1651,8282,9933,66040,331280,397320
11/3/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4929,2381,7310,197160,95240,292400
11/4/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2899,8798,11697,115960,351920,467880
11/5/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9208,7541,16749,368320,301640,669960
11/6/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7192,913,8105,287680,36520,324200
11/7/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1749,6291,8040,69960,251640,321600
11/8/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3912,1259,5171,156480,50360,206840
11/9/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2501,3653,6154,100040,146120,246160
11/10/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8107,3253,11360,324280,130120,454400
11/11/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7383,9295,16678,295320,371800,667120
11/12/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4974,8123,13097,198960,324920,523880
11/13/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1536,5524,7060,61440,220960,282400
11/14/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,623,4390,5013,24920,175600,200520
11/15/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4161,6973,11134,166440,278920,445360
11/16/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6274,4962,11236,250960,198480,449440
11/17/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,151,247,398,6040,9880,15920
11/18/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5953,652,6605,238120,26080,264200
11/19/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9876,6201,16077,395040,248040,643080
11/20/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,913,6051,6964,36520,242040,278560
11/21/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1691,9393,11084,67640,375720,443360
11/22/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1912,9102,11014,76480,364080,440560
11/23/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3359,8870,12229,134360,354800,489160
11/24/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7204,8580,15784,288160,343200,631360
11/25/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5608,2629,8237,224320,105160,329480
11/26/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9845,8830,18675,393800,353200,747000
11/27/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6090,4870,10960,243600,194800,438400
11/28/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7860,4943,12803,314400,197720,512120
11/29/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4768,2155,6923,190720,86200,276920
11/30/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6285,258,6543,251400,10320,261720
12/1/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7885,1370,9255,315400,54800,370200
12/2/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2524,218,2742,100960,8720,109680
12/3/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1269,2354,3623,50760,94160,144920
12/4/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6528,2627,9155,261120,105080,366200
12/5/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6368,3107,9475,254720,124280,379000
12/6/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8918,8252,17170,356720,330080,686800
12/7/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2731,6541,9272,109240,261640,370880
12/8/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6831,6544,13375,273240,261760,535000
12/9/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8406,2313,10719,336240,92520,428760
12/10/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2935,5860,8795,117400,234400,351800
12/11/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2539,887,3426,101560,35480,137040
12/12/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2339,8593,10932,93560,343720,437280
12/13/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4666,9687,14353,186640,387480,574120
12/14/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9807,7708,17515,392280,308320,700600
12/15/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8695,136,8831,347800,5440,353240
12/16/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7598,7099,14697,303920,283960,587880
12/17/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7953,6854,14807,318120,274160,592280
12/18/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3455,1205,4660,138200,48200,186400
12/19/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7956,9061,17017,318240,362440,680680
12/20/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9592,7252,16844,383680,290080,673760
12/21/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4588,6071,10659,183520,242840,426360
12/22/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4485,7540,12025,179400,301600,481000
12/23/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4417,6345,10762,176680,253800,430480
12/24/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2556,9942,12498,102240,397680,499920
12/25/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1313,1049,2362,52520,41960,94480
12/26/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3292,5129,8421,131680,205160,336840
12/27/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5496,9765,15261,219840,390600,610440
12/28/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5010,7256,12266,200400,290240,490640
12/29/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3633,1300,4933,145320,52000,197320
12/30/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8089,8394,16483,323560,335760,659320
12/31/2024,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2605,5375,7980,104200,215000,319200
1/1/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1608,1590,3198,64320,63600,127920
1/2/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6787,1810,8597,271480,72400,343880
1/3/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,669,844,1513,26760,33760,60520
1/4/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5618,2690,8308,224720,107600,332320
1/5/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1162,8540,9702,46480,341600,388080
1/6/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8739,5037,13776,349560,201480,551040
1/7/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6867,8268,15135,274680,330720,605400
1/8/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8041,3785,11826,321640,151400,473040
1/9/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4076,8013,12089,163040,320520,483560
1/10/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4695,2285,6980,187800,91400,279200
1/11/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9854,5366,15220,394160,214640,608800
1/12/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4207,7140,11347,168280,285600,453880
1/13/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6645,9840,16485,265800,393600,659400
1/14/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6499,1683,8182,259960,67320,327280
1/15/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1355,3239,4594,54200,129560,183760
1/16/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4315,4,4319,172600,160,172760
1/17/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5336,2675,8011,213440,107000,320440
1/18/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7575,6088,13663,303000,243520,546520
1/19/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7263,4498,11761,290520,179920,470440
1/20/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,636,6921,7557,25440,276840,302280
1/21/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2633,8068,10701,105320,322720,428040
1/22/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2826,9413,12239,113040,376520,489560
1/23/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5150,1945,7095,206000,77800,283800
1/24/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2523,3232,5755,100920,129280,230200
1/25/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3533,2315,5848,141320,92600,233920
1/26/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2608,9714,12322,104320,388560,492880
1/27/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6303,9700,16003,252120,388000,640120
1/28/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6136,5172,11308,245440,206880,452320
1/29/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7007,3510,10517,280280,140400,420680
1/30/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1250,8586,9836,50000,343440,393440
1/31/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9301,6997,16298,372040,279880,651920
2/1/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1009,6768,7777,40360,270720,311080
2/2/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4777,3509,8286,191080,140360,331440
2/3/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2699,1296,3995,107960,51840,159800
2/4/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9768,8003,17771,390720,320120,710840
2/5/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3925,7569,11494,157000,302760,459760
2/6/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6165,6697,12862,246600,267880,514480
2/7/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4659,8388,13047,186360,335520,521880
2/8/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8378,4296,12674,335120,171840,506960
2/9/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3948,1438,5386,157920,57520,215440
2/10/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3531,6076,9607,141240,243040,384280
2/11/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7159,9622,16781,286360,384880,671240
2/12/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9862,438,10300,394480,17520,412000
2/13/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6790,2271,9061,271600,90840,362440
2/14/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7106,1399,8505,284240,55960,340200
2/15/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2886,3972,6858,115440,158880,274320
2/16/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1099,5733,6832,43960,229320,273280
2/17/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4135,7467,11602,165400,298680,464080
2/18/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1288,8597,9885,51520,343880,395400
2/19/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3726,324,4050,149040,12960,162000
2/20/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9909,1964,11873,396360,78560,474920
2/21/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3012,9554,12566,120480,382160,502640
2/22/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1378,779,2157,55120,31160,86280
2/23/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8951,8438,17389,358040,337520,695560
2/24/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4339,1585,5924,173560,63400,236960
2/25/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9958,7875,17833,398320,315000,713320
2/26/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1231,5302,6533,49240,212080,261320
2/27/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1993,5899,7892,79720,235960,315680
2/28/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9749,6969,16718,389960,278760,668720
3/1/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3970,1091,5061,158800,43640,202440
3/2/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7526,1321,8847,301040,52840,353880
3/3/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3340,9301,12641,133600,372040,505640
3/4/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3404,5477,8881,136160,219080,355240
3/5/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,7372,9596,16968,294880,383840,678720
3/6/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9620,9642,19262,384800,385680,770480
3/7/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9838,6022,15860,393520,240880,634400
3/8/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,3942,5848,9790,157680,233920,391600
3/9/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,249,7924,8173,9960,316960,326920
3/10/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2423,921,3344,96920,36840,133760
3/11/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8032,4086,12118,321280,163440,484720
3/12/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5527,9415,14942,221080,376600,597680
3/13/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8872,5620,14492,354880,224800,579680
3/14/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4328,5639,9967,173120,225560,398680
3/15/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5303,6057,11360,212120,242280,454400
3/16/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,1775,3595,5370,71000,143800,214800
3/17/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,5986,9682,15668,239440,387280,626720
3/18/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,2051,2197,4248,82040,87880,169920
3/19/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9212,2355,11567,368480,94200,462680
3/20/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,9950,1284,11234,398000,51360,449360
3/21/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,4531,4851,9382,181240,194040,375280
3/22/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,6369,4257,10626,254760,170280,425040
3/23/2025,Muthumani Rajapaksha,Kurunegala,Ibbagamuwa,North Western,8843,1043,9886,353720,41720,395440
3/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6143,798,6941,245720,31920,277640
3/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7217,6390,13607,288680,255600,544280
3/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7264,5910,13174,290560,236400,526960
3/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5607,1599,7206,224280,63960,288240
3/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8730,3615,12345,349200,144600,493800
3/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7503,8902,16405,300120,356080,656200
3/31/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,100,1006,1106,4000,40240,44240
4/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6782,1928,8710,271280,77120,348400
4/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1874,5734,7608,74960,229360,304320
4/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8280,3649,11929,331200,145960,477160
4/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1320,7977,9297,52800,319080,371880
4/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7221,3158,10379,288840,126320,415160
4/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1499,5260,6759,59960,210400,270360
4/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7277,9405,16682,291080,376200,667280
4/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8759,3928,12687,350360,157120,507480
4/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4655,3743,8398,186200,149720,335920
4/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1366,3521,4887,54640,140840,195480
4/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8220,1907,10127,328800,76280,405080
4/19/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7207,6620,13827,288280,264800,553080
4/20/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1824,4985,6809,72960,199400,272360
4/21/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2205,5719,7924,88200,228760,316960
4/22/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2098,2233,4331,83920,89320,173240
4/23/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,2222,8523,10745,88880,340920,429800
4/24/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4103,4364,8467,164120,174560,338680
4/25/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,717,2382,3099,28680,95280,123960
4/26/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1992,1991,3983,79680,79640,159320
4/27/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7104,2414,9518,284160,96560,380720
4/28/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,165,5768,5933,6600,230720,237320
4/29/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3627,5724,9351,145080,228960,374040
4/30/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4621,6196,10817,184840,247840,432680
5/1/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7834,2358,10192,313360,94320,407680
5/2/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3227,3552,6779,129080,142080,271160
5/3/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8313,9363,17676,332520,374520,707040
5/4/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1005,4377,5382,40200,175080,215280
5/5/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5888,6373,12261,235520,254920,490440
5/6/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,4439,3754,8193,177560,150160,327720
5/7/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6300,6647,12947,252000,265880,517880
5/8/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,7433,8766,16199,297320,350640,647960
5/9/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,346,5475,5821,13840,219000,232840
5/10/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,5942,536,6478,237680,21440,259120
5/11/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,1965,4458,6423,78600,178320,256920
5/12/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6158,3772,9930,246320,150880,397200
5/13/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8812,9845,18657,352480,393800,746280
5/14/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,3856,8027,11883,154240,321080,475320
5/15/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9068,4679,13747,362720,187160,549880
5/16/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,6865,1956,8821,274600,78240,352840
5/17/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,8365,8782,17147,334600,351280,685880
5/18/2024,Ariyanayaka Perera,Kandy,Hunnasgiriya,Central,9724,7500,17224,388960,300000,688960
